Timestamp,OTR or COTA?,Setting: ,Education,Years of experience,State ,City/town (or Country if not US),Zip code,Geographic area,My work is:,Average hours / week,My pay rate is,HOURLY RATE,Yearly income from this job,Benefits,"What certifications or special training you have, if applicable (leave blank if none)",Productivity expectations,Anything further you'd like to mention regarding salary?,Gender (for gender gap comparisons),Did you negotiate your rate?
4/9/2019 17:42:31,OT,"Outpatient, Pediatric",Bachelors,25+,KY,Louisville,40299,City,Full time,35+,Hourly,30.50,"63,440.00","Tuition reimbursement, CEU reimbursement, PTO",,80%,,Female,Yes
4/9/2019 19:46:36,OT,Outpatient,Masters,10+,NJ,Teaneck,07666,Town,Contract,20+,Hourly,90.00,"40,000.00",None,"Reflex Integration, over 10 advance courses ",95%,,Female,Yes
4/9/2019 20:16:24,OT,School system,Masters,20+,MA,Boston,02112,Large metro area,Part time,30+,Salaried,68.00,"75,000.00",Health insurance,,N/A,,Female,Yes
4/10/2019 21:45:19,OT,SNF,Masters,20+,CA,Binghamton ,13904,City,Full time,40+,Hourly,46.00,"96,000.00","401K or equivalent, Health insurance, Dental, CEU reimbursement",,85%,,Male,Yes
4/11/2019 16:25:48,OT,Home health,Masters,1,MI,Ann Arbor,48178,City,Full time,40+,Per visit,110.00,120.00,"401K or equivalent, Health insurance, Dental, Vision, Disibility",LSVT,Based on number of visits,"110 Evaluation / 70 Treatment session / 30 drive time, meetings, and office time / Mileage .40 a mile ",Female,No
4/11/2019 16:27:50,OT,"SNF, Contract OT SAR",Masters,1,MI,Ann Arbor,48118,Large metro area,PRN,10+,Hourly,46.00,"13,000.00",None,,85%,,Female,No
4/12/2019 16:17:25,OT,Home health,OTD,25+,OR,Salem ,97302,City,Full time,30+,Hourly,45.00,"74,880.00","401K or equivalent, Health insurance, Dental, Vision",CHT,90%,,Female,No
4/12/2019 18:36:12,OT,SNF,Masters,New grad / less than a year,CA,San Jose,95110,Large metro area,PRN,30+,Hourly,48.00,"100,000.00",CEU reimbursement,,85%,,Female,Yes
4/13/2019 10:10:26,OT,"SNF, LTC",Masters,New grad / less than a year,MA,Nothampton,01060,City,PRN,Varies,Hourly,50.00,"93,600.00",None,,95%,"PRN, hours not guaranteed",Female,Yes
4/13/2019 10:12:57,OT,"SNF, LTC",Masters,New grad / less than a year,MA,Holyoke,01013,City,PRN,Varies,Hourly,45.00,"93,600.00",None,,90%,"PRN, hours vary",Female,Yes
4/13/2019 15:02:55,OT,Home health,Masters,5+,TX,Austin,78727,Large metro area,Per visit,35+,Per visit,52.00,"45,000.00","401K or equivalent, CEU reimbursement",,90%,,Female,No
4/13/2019 15:04:48,OT,Outpatient,Masters,5+,TX,Austin,78731,Large metro area,Full time,40+,Per visit,32.00,"50,000.00",None,,90%,,Female,No
4/15/2019 14:03:33,OT,Acute,Masters,5+,MN,Minneapolis,55126,Large metro area,Part time,20+,Hourly,39.85,"41,000.00","401K or equivalent, Health insurance, Dental, CEU reimbursement",,60%,,Female,No
4/15/2019 19:41:10,OT,"Outpatient, Pediatric, Habilitative Sensory Clinic",Bachelors,30+,WI,HUDSON,54016,Large metro area,Full time,35+,Hourly,43.00,"78,260.00","CEU reimbursement, 1 week paid vacation, 8 paid holidays",,N/A,,Female,No
4/15/2019 23:35:55,OT,Pediatric,Masters,2,TX,The Woodlands,77384,City,Salary (exempt from overtime pay),40+,Salaried,30.00,"63,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,"I will be switching jobs next month. I am helping with a start up clinic in the same area. 70,000 annually. ",Female,Yes
4/16/2019 0:34:18,OT,School system,Masters,New grad / less than a year,MN,Minneapolis,55422,Large metro area,Full time,35+,Salaried,34.00,"53,400.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,,Female,No
4/16/2019 1:28:03,OT,School system,Masters,4,CA,Sacramento,95816,Large metro area,Contract,40+,Hourly,46.00,"66,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,N/A,,Female,No
4/16/2019 14:10:18,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,IL,Chicago,60515,Large metro area,Full time,40+,Salaried,29.50,"62,000.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement, CEU reimbursement",,Based on number of visits,,Female,No
4/16/2019 21:07:20,OT,Home health,Masters,New grad / less than a year,MN,Minneapolis,55414,Large metro area,Full time,35+,Per visit,55.00,"80,000.00","401K or equivalent, Dental, Vision",,Based on number of visits,"I am paid $55 per vist, $65 for evals.",Female,Yes
4/16/2019 21:09:08,OT,"Inpatient, Mental health",Masters,New grad / less than a year,MN,St. Paul,55116,Large metro area,PRN,Varies,Hourly,36.00,"6,000.00",401K or equivalent,,N/A,This is for a casual position.,Female,No
4/19/2019 12:49:03,OT,"SNF, LTC",Masters,New grad / less than a year,TX,Waco,76712,City,Full time,35+,Hourly,39.00,"81,120.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,85%,,Female,Yes
4/19/2019 23:01:52,OT,"SNF, LTC",Masters,2,CA,San Diego,92591,City,Full time,40+,Hourly,49.00,"101,000.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Prefer not to say,Yes
4/24/2019 19:00:47,OT,SNF,Masters,New grad / less than a year,PA,Pittsburgh,15206,City,Full time,35+,Hourly,29.75,"61,880.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Female,Yes
4/25/2019 21:39:11,COTA,Acute,Associates,New grad / less than a year,AL,Muscle Shoals,35661,City,PRN,20+,Hourly,30.00,0.00,None,,N/A,,Female,No
4/26/2019 15:10:52,OT,Hand Therapy,Masters,New grad / less than a year,MI,Royal oak ,48073,Large metro area,PRN,Varies,Hourly,33.00,"17,160.00",None,,N/A,,Female,No
4/26/2019 15:13:24,OT,SNF,Masters,1,MI,TROY,48085,Town,PRN,15+,Hourly,37.50,"30,000.00",None,,85%,,Female,No
4/26/2019 22:33:57,COTA,Pediatric,Associates,New grad / less than a year,MD,Wicomico county,21830,City,Full time,40+,Hourly,24.00,30.00,None,,80%,,Prefer not to say,No
4/27/2019 12:53:34,OT,"Acute, Inpatient, Outpatient, Pediatric, Adult",Masters,New grad / less than a year,OR,Brookings,97415,Rural,Full time,35+,Hourly,40.00,"80,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,75%,,Female,Yes
4/30/2019 9:51:34,OT,SNF,Masters,2,OH,Dayton,45420,Town,PRN,10+,Hourly,50.00,"26,000.00",None,,80%,,Female,No
5/3/2019 7:09:52,OT,Home health,Masters,4,RI,Coventry,02816,City,Full time,30+,Per visit,57.50,"119,600.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,N/A,plus $50 a week gas stipend instead of mileage,Male,Yes
5/3/2019 8:31:58,OT,Outpatient,Masters,New grad / less than a year,OH,Cincinnati,45229,Large metro area,Full time,40+,Hourly,28.05,"58,344.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement, pension",,Based on number of visits,,Female,No
5/3/2019 11:06:22,OT,School system,Bachelors,20+,WI,Mukwonago,53149,Town,Part time,15+,Hourly,50.00,"25,000.00","401K or equivalent, CEU reimbursement",,N/A,,Female,No
5/4/2019 15:05:07,OT,"Outpatient, ALF, SNF",Masters,New grad / less than a year,WA,Tacoma ,98407,Large metro area,Full time,40+,Hourly,34.50,"71,760.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,85%,I work at several different ALF outpatient & SNF locations in the Tacoma/Seattle area within the same company.  My first offer was significantly lower than what I negotiated.  The company pays about half of my health/dental/vision care.,Female,Yes
5/4/2019 15:14:34,OT,Home health,Masters,5+,CO,Denver,80222,Large metro area,Full time,40+,Salaried,38.46,"80,000.00","401K or equivalent, Health insurance, Disibility",,Based on number of visits,,Female,Yes
5/5/2019 7:39:04,COTA,"SNF, LTC, Rehab manager",Bachelors,20+,OH,Cincinnati ,45248,Town,Full time,40+,Salaried,28.00,"67,600.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Discounted membership for online CEUs",Certified Dementia Care Specialist and AOTA Certified Fieldwork Educator ,60%,"A lot of COTA programs are offered in the Cincinnati and Dayton Ohio area. I feel that because of that, there is an over saturation of COTAs therefore the salaries are fairly low in comparison to other areas with a similar cost of living. ",Female,Yes
5/5/2019 8:22:22,COTA,Home health,Associates,New grad / less than a year,MD,Hagerstown ,21740,City,Full time,35+,Per visit,32.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,Based on number of visits,"$39 visit, $43 weekend, $20 hour for training, $32 hour for meetings and “non visit activity”, $0.40 a mile reimbursement.",Male,No
5/5/2019 9:29:51,COTA,School system,Associates,4,KS,Osage City,66523,Rural,Full time,40+,Salaried,25.30,"37,250.00","401K or equivalent, Health insurance, Dental, Vision",,N/A,My contract is based on 184 days,Female,No
5/5/2019 9:56:34,OT,"School system, Pediatric",Masters,New grad / less than a year,NY,Brooklyn,11201,City,Full time,25+,Contract,60.00,"99,840.00",None,,Based on number of visits,,Female,Yes
5/5/2019 10:10:37,COTA,"Early Intervention, School system, Pediatric",Bachelors,1,NY,Far Rockaway,11691,Large metro area,Salary (exempt from overtime pay),15+,Salaried,40.00,"28,500.00",CEU reimbursement,,N/A,,Female,Yes
5/5/2019 15:03:53,OT,Inpatient,Masters,New grad / less than a year,NM,Albuquerque,87108,Large metro area,Full time,40+,Salaried,32.00,"68,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,85%,,Prefer not to say,No
5/5/2019 16:28:55,OT,SNF,Masters,2,KY,Stanford ,40484,Rural,Full time,35+,Hourly,32.50,"67,600.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,85%,,Female,No
5/5/2019 16:34:03,OT,SNF,Masters,New grad / less than a year,TX,Port Arthur,77642,Town,PRN,Varies,Hourly,52.00,"7,800.00",None,,90%,,Female,No
5/5/2019 18:27:20,OT,Inpatient acute rehabilitation hospital ,Masters,New grad / less than a year,AZ,Prescott valley,86314,City,Salary (exempt from overtime pay),40+,Salaried,32.00,"68,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,80%,,Female,No
5/5/2019 18:56:37,COTA,Pediatric,Associates,25+,VA,Mechanicsville,23116,Town,Part time,20+,Hourly,42.25,"42,000.00",None,,N/A,,Female,Yes
5/6/2019 0:13:45,OT,Early Intervention,Masters,25+,MA,Melrose,02176,Large metro area,Part time,25+,Hourly,53.00,"38,000.00",401K or equivalent,NDT and SIPT Certification,Based on number of visits,,Female,No
5/6/2019 0:15:23,OT,Mental health,Masters,25+,MA,Melrose,02176,Large metro area,Contract,Varies,Hourly,51.00,"17,850.00",401K or equivalent,NDT and SIPT Certification,N/A,,Female,No
5/6/2019 22:17:17,OT,Hand Therapy,Masters,New grad / less than a year,LA,New Orleans,70006,Large metro area,Full time,40+,Hourly,27.90,"58,032.00","401K or equivalent, Health insurance, Dental, Vision",LSVT BIG; Rock Tape Kinesiology Tape Certified Practitioner,N/A,,Female,Yes
5/6/2019 23:52:15,COTA,"Acute, Inpatient",Associates,New grad / less than a year,IN,East Chicago,46312,City,Full time,40+,Hourly,28.00,"58,240.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,80%,,Female,Yes
5/8/2019 8:25:27,OT,SNF,Bachelors,25+,FL,Davenport,33837,Town,Part time,15+,Hourly,45.00,"35,000.00",None,,85%,,Female,Yes
5/9/2019 3:58:24,OT,Outpatient,Masters,New grad / less than a year,MO,St. Louis,63144,City,Full time,40+,Salaried,29.00,"59,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement, 3.5 weeks of PTO",,95%,63144,Female,Yes
5/11/2019 15:29:20,COTA,Home health,Associates,New grad / less than a year,IL,Chicago ,60620,City,Full time,35+,Hourly,32.00,"58,240.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,90%,,Female,No
5/12/2019 0:14:14,OT,Inpatient,Masters,New grad / less than a year,LA,Deridder ,70634,Town,Full time,35+,Hourly,36.06,"75,000.00",None,,N/A,,Female,No
5/12/2019 18:33:52,OT,SNF,Masters,New grad / less than a year,CA,Gilroy,95020,Town,Full time,40+,Hourly,45.00,"93,600.00","Health insurance, Dental, Vision, CEU reimbursement",,85%,,Female,No
5/14/2019 18:06:25,OT,Mental health,Masters,New grad / less than a year,OH,Cincinnati,45209,City,Full time,40+,Salaried,30.29,"63,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,N/A,"attempted to negotiate salary, none of the major hospitals gave with negotiation ",Female,No
5/14/2019 18:08:06,OT,Mental health,Masters,New grad / less than a year,OH,Cincinnati,45209,City,PRN,25+,PRN,40.00,"41,600.00",401K or equivalent,,70%,"hours vary, have a second prn job to supplement",Female,No
5/15/2019 6:19:14,OT,Inpatient,Bachelors,4,Outside US or US territories,Australia,2260,Town,Full time,40+,Salaried,38.50,"76,076.00",None,,N/A,,Male,No
5/16/2019 0:00:25,OT,"Pediatric, Private practice",Masters,New grad / less than a year,NJ,Summit,07901,Town,Part time,20+,Salaried,26.22,"30,000.00",CEU reimbursement,,70%,,Female,No
5/16/2019 1:01:55,OT,Pediatric,Masters,5+,NH,Windham,03087,Town,Per visit,20+,Per visit,45.00,"47,000.00",None,,Based on number of visits,,Female,No
5/16/2019 10:33:47,OT,Pediatric,OTD,5+,MA,Lexington,02421,City,PRN,Varies,Hourly,50.00,"12,000.00",None,SIPT,N/A,,Female,No
5/16/2019 16:51:26,COTA,"SNF, Geriatrics",Associates,New grad / less than a year,TX,Tyler,75703,City,Full time,40+,Hourly,29.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,Yes
5/16/2019 16:54:13,COTA,"SNF, Geriatrics",Associates,New grad / less than a year,TX,Tyler,75703,City,Full time,40+,Hourly,29.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,Yes
5/16/2019 19:23:49,COTA,SNF,Associates,New grad / less than a year,VA,Luray,22835,Rural,Full time,35+,Hourly,31.00,"64,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",NONE,90%,,Female,No
5/16/2019 23:18:58,COTA,"Home health, Pediatric",Associates,1,TX,Dallas,75254,Large metro area,Per visit,35+,Per visit,32.00,"60,000.00","Health insurance, Dental, Vision, Disibility",,Based on number of visits,I also have a company car and gas/maintenance card,Female,Yes
5/18/2019 16:25:18,OT,Acute,Masters,New grad / less than a year,ID,Boise ,83703,City,Full time,40+,Hourly,30.00,"62,000.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement",,60%,Unable to negotiate. Set pay scale based on experience. ,Female,No
5/18/2019 16:28:48,OT,Acute,Masters,New grad / less than a year,ID,Boise ,83703,City,Full time,40+,Hourly,30.87,"62,000.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement",,60%,Unable to negotiate. Set pay scale based on experience. ,Female,No
5/20/2019 0:10:29,COTA,SNF,Associates,2,CA,San Diego,92139,City,PRN,15+,PRN,37.00,"20,000.00",None,,85%,,Female,Yes
5/21/2019 12:43:21,OT,SNF,Masters,New grad / less than a year,CA,Downey,90240,Large metro area,PRN,25+,Hourly,42.00,"52,000.00",None,,90%,,Female,No
5/21/2019 18:36:34,OT,Program for All-Inclusive Care for the Elderly,Masters,5+,CA,Oakland,94605,Large metro area,Full time,40+,Hourly,48.08,"100,004.32","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement, CEU reimbursement","fieldwork educator certificate, PAM",Based on number of visits,,Female,Yes
5/23/2019 18:46:16,OT,SNF,Masters,New grad / less than a year,CA,San Jose,95138,Large metro area,PRN,Varies,Hourly,50.00,"52,000.00",None,,90%,,Female,No
5/23/2019 19:03:50,COTA,SNF,Associates,10+,NY,Albany,12208,City,PRN,Varies,Hourly,32.00,"8,000.00",Limited free CE ,,90%,,Female,No
5/25/2019 23:01:04,OT,Acute,Masters,2,CA,santa rosa,94952,City,Part time,20+,Salaried,51.00,"106,800.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,70%,,Female,No
5/25/2019 23:05:03,OT,SNF,Masters,New grad / less than a year,MD,Rockville,20833,Town,Full time,40+,Hourly,41.00,"85,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,90%,,Female,Yes
5/25/2019 23:52:25,COTA,"Acute, Inpatient",Associates,2,MI,Grand Rapids ,49331,City,Full time,40+,Hourly,19.61,"41,000.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement, CEU reimbursement","LVAD Training, CPR/BLS",80%,,Female,Yes
5/26/2019 1:24:26,OT,SNF,Masters,New grad / less than a year,NJ,South Jersey,08098,Rural,Full time,30+,Hourly,50.00,"75,000.00",None,,90%,,Female,No
5/26/2019 10:04:41,COTA,"Outpatient, SNF",Associates,New grad / less than a year,IL,Peru,61354,Town,Full time,35+,Hourly,25.00,"50,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,90%,,Female,No
5/26/2019 11:41:28,COTA,SNF,Associates,New grad / less than a year,NJ,Newark,07104,Large metro area,Full time,40+,Hourly,30.00,"62,400.00","Health insurance, Dental, Vision",,85%,,Male,No
5/26/2019 15:36:02,OT,SNF,Masters,New grad / less than a year,NJ,South Jersey,08210,Town,Full time,40+,Hourly,36.00,"74,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,No
5/27/2019 8:03:04,OT,School system,Masters,2,NY,plattsburgh,12901,City,Full time,35+,Salaried,0.00,"42,000.00","401K or equivalent, Health insurance",,N/A,,Female,Yes
5/28/2019 18:27:15,COTA,Pediatric,Associates,New grad / less than a year,IL,northbrook,60062,City,Part time,20+,Hourly,30.00,"34,320.00",None,,80%,,Female,No
5/30/2019 11:51:48,OT,Inpatient,Masters,New grad / less than a year,PA,Uniontown,15033,City,Full time,40+,Hourly,28.96,"60,237.00","Health insurance, Dental, Vision",,Based on number of visits,,Female,No
5/30/2019 20:56:52,OT,"School system, Pediatric",Masters,New grad / less than a year,NJ,Newark,07107,City,Contract,30+,Contract,50.00,"55,900.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",School Certification,70%,"salary is based on a ten month (172 day) school year, 6.5 hours a day (32.5 hours a week). In order to get paid for the full 6.5 hour school day, must have 7-9 30 minute sessions each day. Not paid for holidays that school is closed. Option to work Extended School Year program which is 4 days/week M-TH, 3.5 hours/day (at a rate of 50/hr this works out to about $3500 for 5 weeks of school)",Female,No
5/31/2019 10:26:39,OT,Pediatric,Masters,5+,CT,Westport,06880,Large metro area,Part time,20+,Hourly,47.00,"52,000.00",None,,N/A,,Female,No
6/1/2019 0:21:58,OT,SNF,Masters,15+,NJ,Trenton ,08527,City,Full time,40+,Hourly,48.08,"100,000.00","Health insurance, Dental",,95%,,Female,No
6/2/2019 14:08:56,COTA,Inpatient,Associates,New grad / less than a year,UT,Salt Lake City,84121,Large metro area,PRN,20+,PRN,24.00,"15,000.00",None,,N/A,,Female,Yes
